Symbol,Description,Moving Averages Rating 1 day,Technical Rating 1 day,Analyst Rating,Price,Price - Currency,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency",Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Industry,Exchange,"Dividend payout ratio %, Trailing 12 months","Dividends per share, Quarterly","Dividends per share, Quarterly - Currency",Price to earnings ratio,"EPS diluted growth %, TTM YoY","EPS diluted growth %, Quarterly YoY","Gross profit growth %, TTM YoY","Gross profit growth %, Quarterly YoY","Total debt growth %, Annual YoY","Total debt growth %, Quarterly YoY","Debt to equity ratio, Quarterly","Return on invested capital %, Trailing 12 months","Total debt to capital, Annual",Momentum (10) 1 week,"Revenue growth %, TTM YoY","Revenue growth %, Quarterly YoY",Analyst Rating,Target price 1 year,Target price 1 year - Currency,Target price performance % 1 year
FRSH,Freshworks Inc.,Strong buy,Buy,Buy,18.125,USD,-0.3169,USD,2938902,5489237643.059492,USD,,32.50266240681575,0,Technology services,Packaged software,NASDAQ,0,0,USD,,32.50266240681575,24.025289778714438,22.658970557514962,22.31822211537017,2.464908116905133,2.464908116905133,0.026558082678850303,-8.41284774737462,0.0258709985601066,1.5749999999999993,20.78828768409475,21.52256871795192,Buy,21.647059,USD,19.4320496551724
VLY,Valley National Bancorp,Sell,Sell,Buy,9.825,USD,0.6898,USD,2815661,5487909398.374876,USD,14.243258915627719,-27.174831081081084,4.38684,Finance,Major banks,NASDAQ,63.78660481298928,0.11,USD,14.243258915627719,-27.174831081081084,51.17157974300832,,,-0.3902513502475521,-0.3902513502475521,0.496646661180098,3.73981270793415,0.33183962124266203,-0.3050000000000015,6.088947994497351,1.727202171287388,Buy,11.666667,USD,18.744702290076344
INTA,"Intapp, Inc.",Sell,Sell,Buy,68.525,USD,-0.2935,USD,503972,5440736877.248079,USD,,63.62622381955633,0,Technology services,Packaged software,NASDAQ,0,0,USD,,63.62622381955633,-0.15313935681470575,26.289214312229635,21.92863626841701,22.541277817659726,18.07690290090752,0.048056107090245305,-5.09655219069875,0.0597071655594238,-0.10499999999998977,18.58416783330911,16.622247024525414,Buy,77.25,USD,12.73257935060197
QTWO,"Q2 Holdings, Inc.",Strong sell,Sell,Buy,89.515,USD,-0.643,USD,378105,5436065611.329619,USD,,42.48658318425761,0,Technology services,Information technology services,NYSE,0,0,USD,,42.48658318425761,,19.688351112119836,22.572885344489478,-0.9824552414691631,-0.9824552414691631,1.04504283540236,-4.18235846988368,0.511012687515051,-15.584999999999994,11.501319193626886,12.908498747825659,Buy,109.142857,USD,21.926891582416363
COMP,"Compass, Inc.",Strong buy,Buy,Buy,9.795,USD,-0.3132,USD,8086187,5430773161.349121,USD,,54.90930031672906,0,Technology services,Packaged software,NYSE,0,0,USD,,54.90930031672906,54.21965317919074,25.155612792444458,39.27125506072862,-6.7990260348379845,-6.7990260348379845,1.21543722520762,-18.909626694499,0.5486218302094821,3.0250000000000004,15.232343909928353,25.902955125866473,Buy,9.8125,USD,0.17866258295049509
SPSC,"SPS Commerce, Inc.",Strong sell,Sell,Buy,144.33,USD,2.0337,USD,159499,5422198093.108946,USD,70.96916949402568,15.74843483210018,0,Technology services,Packaged software,NASDAQ,0,0,USD,70.96916949402568,15.74843483210018,-8.92892496535339,19.13528673702856,18.182718004553102,-11.12695131513294,-11.12695131513294,0.0145877452643649,10.0094893606795,0.0143780026246659,-48.04999999999998,18.7843400197426,17.895354050977822,Buy,202.6,USD,40.372756876602224
ACIW,"ACI Worldwide, Inc.",Strong sell,Sell,Buy,51.56,USD,2.1098,USD,216998,5408058427.548658,USD,24.4383353872405,164.48539551209728,0,Technology services,Packaged software,NASDAQ,0,0,USD,24.4383353872405,164.48539551209728,120.68965517241381,24.217275920784182,43.86610381730633,-5.933280072549825,-6.616738776375685,0.7783624015703621,10.0089194236145,0.451278991474771,-2.4499999999999957,13.306429867609454,24.444444444444443,Buy,64.2,USD,24.515128006206368
FUTU,Futu Holdings Limited,Strong buy,Buy,Strong buy,123.21,USD,4.0767,USD,3094671,5393724641,USD,30.22297446464052,2.6721402306956037,0,Finance,Investment banks/Brokers,NASDAQ,0,0,USD,30.22297446464052,2.6721402306956037,20.2549292969528,16.52656481707752,29.31261545387623,118.7064451600342,-15.339682358465293,0.154264947235778,16.9916852735421,0.19336530644986102,36.66999999999999,16.56545473778662,30.055807741976782,Strong buy,125.24360627613001,USD,1.6505204740930202
MARA,"MARA Holdings, Inc.",Strong sell,Sell,Buy,15.86,USD,1.08,USD,15771180,5382605990.683145,USD,14.685185185185183,,0,Technology services,Data processing services,NASDAQ,0,0,USD,14.685185185185183,,-225.02955082742315,-187.79042948359998,-338.6703203497097,-58.375727810862344,96.15320867760985,0.22379764903471902,9.75794305838199,0.167931565204451,-6.870000000000001,131.03832811770474,34.54097640241595,Buy,27,USD,70.23959646910467
MTH,Meritage Homes Corporation,Strong sell,Sell,Buy,73.87,USD,10.7141,USD,246353,5345174068.703754,USD,6.894652840649238,7.550768427709576,2.04778,Consumer durables,Homebuilding,NYSE,14.00024267087296,0.375,USD,6.894652840649238,7.550768427709576,-12.300260126347082,4.8267916501068795,-11.277253735271586,25.758692592644877,25.758692592644877,0.259818930899163,12.9974244405858,0.206235137865188,-10.344999999999999,4.183137802990846,-2.3302748425835866,Buy,97.875,USD,32.49627724380668
FLG,"Flagstar Financial, Inc.",Strong buy,Buy,Neutral,12.875,USD,-3.687,USD,2345759,5344604443.977617,USD,,-3881.6414686825046,1.51745,Finance,Savings banks,NYSE,-5.424464334147004,0.01,USD,,-3881.6414686825046,96.38250516210346,,,-33.5605397688021,-33.5605397688021,1.76012689116642,-4.81438130783331,0.6376978162850321,1.9450000000000003,-22.4375380865326,-3.303684879288437,Neutral,13.211538,USD,2.613887378640767
LANC,Lancaster Colony Corporation,Strong buy,Strong buy,Neutral,192.825,USD,5.694,USD,36920,5316570913.0422735,USD,33.864594309799784,21.402072406293975,1.89906,Consumer non-durables,Food: specialty/candy,NASDAQ,64.1025641025641,0.95,USD,33.864594309799784,21.402072406293975,-5.004009623095436,7.098634877908094,9.421770950089009,92.30666622202955,211.70156871575472,0.042381305198874106,16.1053563920099,0.0586381056679672,-5.275000000000006,1.7699257237489048,4.812560195589361,Neutral,205.2,USD,6.417736289381559
FFIN,"First Financial Bankshares, Inc.",Strong sell,Sell,Neutral,37.085,USD,1.5564,USD,157451,5299823666.970659,USD,23.827422256489335,11.906816220880065,1.92926,Finance,Major banks,NASDAQ,46.26060138781804,0.18,USD,23.827422256489335,11.906816220880065,33.664905191171904,,,-51.24269639008021,-51.24269639008021,0.122634075291306,13.7034366650358,0.1092377988433,-3.384999999999998,18.54609532245684,19.650705528568125,Neutral,40.75,USD,9.88270190103815
ZETA,Zeta Global Holdings Corp.,Strong buy,Buy,Buy,22.21,USD,-0.6966,USD,4784465,5273719000.293761,USD,,48.219727941723036,0,Technology services,Packaged software,NYSE,0,0,USD,,48.219727941723036,66.06749816581072,26.515106562473395,46.72096684299557,0.10546172120052405,6.544630631805439,0.412934569047754,-23.9431993932988,0.504973030189186,-0.10999999999999943,29.97045604958885,41.967044829191906,Buy,36.923077,USD,66.24528140477261
SHAK,"Shake Shack, Inc.",Strong buy,Strong buy,Buy,123.9,USD,0.1813,USD,3299225,5263707443.392071,USD,683.3976833976835,475.55555555555554,0,Consumer services,Restaurants,NYSE,0,0,USD,683.3976833976835,475.55555555555554,-237.94594594594597,36.28902697787207,19.955787298459764,7.053347008850687,5.942394227701044,1.78344098469202,0.705111740114739,0.634971426125297,-7.689999999999998,16.38246656389237,14.741480121792714,Buy,136.05,USD,9.80629539951574
KRYS,"Krystal Biotech, Inc.",Strong buy,Strong buy,Strong buy,183,USD,1.7677,USD,332875,5263180512.363058,USD,103.52435367992307,,0,Health technology,Biotechnology,NASDAQ,0,0,USD,103.52435367992307,,-67.47531129240018,5694.471153846154,960.8299453245479,-9.392141497817093,-10.14423076923077,0.00843939014230464,6.32971899272237,0.010288089382066401,19.360000000000014,2722.791023842917,879.9088359046284,Strong buy,211.444444,USD,15.543412021857916
PIPR,Piper Sandler Companies,Strong sell,Sell,Neutral,295.8399,USD,10.2175,USD,58257,5259891031.929994,USD,28.954235380474678,106.67718510427413,0.814969,Finance,Investment banks/Brokers,NYSE,24.46782481037436,0.65,USD,28.954235380474678,106.67718510427413,28.855654960608888,16.160082539961955,0.596724025150516,,,,,0,-23.12009999999998,12.246826095465243,-0.05394876103169798,Neutral,330,USD,11.546819749465854
BCPC,Balchem Corporation,Strong sell,Sell,Buy,161.565,USD,3.7233,USD,35560,5252109279.091952,USD,43.392957859962934,16.9010989010989,0.5312,Consumer non-durables,Food: specialty/candy,NASDAQ,21.217736953777564,0,USD,43.392957859962934,16.9010989010989,15.279794482296442,9.861279260877504,11.518864966555183,-28.283363365971216,-38.62625292118919,0.208362710303714,8.55858837513573,0.23862580707612002,-14.164999999999992,1.739015903553064,4.345330248577939,Buy,190.333333,USD,17.806042769164133
LITE,Lumentum Holdings Inc.,Strong sell,Sell,Buy,75.725,USD,-7.696,USD,1680342,5240169830.502975,USD,,-94.98353179630098,0,Producer manufacturing,Electrical products,NASDAQ,0,0,USD,,-94.98353179630098,40.06238556994642,-33.010315723663645,42.857142857142854,-10.93015972439712,-9.709914151204654,2.99014100653445,-14.3390016456391,0.7278000511814381,-17.195000000000007,-1.7169470318365077,9.65103598691385,Buy,99.647059,USD,31.590701881809192
VRNA,Verona Pharma plc,Strong buy,Buy,Strong buy,64.54,USD,-1.938,USD,432321,5235558203,USD,,-197.55872869645324,0,Health technology,Pharmaceuticals: major,NASDAQ,0,0,USD,,-197.55872869645324,-209.12568306010928,,,382.0529676935088,1005.014531303936,1.7191147282188102,-48.4371381701672,0.17074834005295902,23.120000000000005,1131.3142501743805,,Strong buy,67.333333,USD,4.3280647660365545
NSIT,"Insight Enterprises, Inc.",Strong sell,Sell,Neutral,164.435,USD,6.5244,USD,86028,5225362463.05108,USD,25.20308380847281,-13.593261641150603,0,Technology services,Information technology services,NASDAQ,0,0,USD,25.20308380847281,-13.593261641150603,-58.82255527034859,7.659153962778069,0.7997248652986357,-7.746921247545463,-7.746921247545463,0.658567014437389,10.4757579412736,0.397069885452162,5.4950000000000045,-5.167287136654519,-7.305241342730424,Neutral,204.666667,USD,24.46660808222092
TSEM,Tower Semiconductor Ltd.,Strong sell,Sell,Buy,46.83,USD,1.853,USD,321115,5201401687.922849,USD,25.272531030760927,-60.25055237359762,0,Electronic technology,Semiconductors,NASDAQ,0,0,USD,25.272531030760927,-60.25055237359762,1.2815212897891657,49.89321648916202,2.885674686486372,-21.91628196214421,-21.91628196214421,0.0684851032884122,7.73055233187619,0.0640955153025903,-3.135000000000005,0.9448365058118326,10.087827790544491,Buy,58.5,USD,24.919923126201148
ANF,Abercrombie & Fitch Company,Strong sell,Strong sell,Buy,103.21,USD,10.1,USD,1064308,5198965188.691562,USD,10.218811881188119,152.3485908454927,0,Retail trade,Apparel/Footwear retail,NYSE,0,0,USD,10.218811881188119,152.3485908454927,36.53667341245967,29.589907019909294,14.529630440876208,-14.3624529485571,-14.222386774363624,0.7579408130488091,28.6246359965008,0.503169623830349,-39.41000000000001,19.589734193005036,14.438709201074182,Buy,189.714286,USD,83.81386105997481
CSWI,"CSW Industrials, Inc.",Strong sell,Strong sell,Neutral,309.07,USD,8.3708,USD,35607,5187146473.677882,USD,36.92239690352177,34.32610684082994,0.286214,Process industries,Industrial specialties,NASDAQ,10.15434606011373,0.24,USD,36.92239690352177,34.32610684082994,170.11669203450023,12.444116092521265,8.279152755437206,-32.354714895060525,-65.18229087481376,0.0658060215148517,14.1920350530463,0.25913621662206704,-79.61000000000001,10.40898073077739,10.67744203192602,Neutral,374.333333,USD,21.116036173035234
FRPT,"Freshpet, Inc.",Strong sell,Strong sell,Buy,106.77,USD,0.8798,USD,3172913,5182272023.823314,USD,121.35712661968628,,0,Consumer non-durables,Food: specialty/candy,NASDAQ,0,0,USD,121.35712661968628,,,65.63224161903291,56.014682075365855,7344.045534150612,-0.262754646385831,0.415463553175055,3.14603983708976,0.30834401516421,-40.11999999999999,29.35730447353783,26.291365310710248,Buy,173.230769,USD,62.24666947644471
PFSI,"PennyMac Financial Services, Inc.",Strong sell,Sell,Buy,101.1,USD,5.8338,USD,85704,5182164613.290544,USD,17.330042168055126,114.9679416316604,0.979912,Finance,Finance/Rental/Leasing,NYSE,17.141485823991225,0.3,USD,17.330042168055126,114.9679416316604,,40.03301625059204,83.95471102701435,137.07014091395666,137.07014091395666,5.36651903789666,3.55562695208227,0.8429282950310041,-3.3500000000000085,36.710613584788625,72.92894091447258,Buy,125.75,USD,24.381800197823942
IEP,Icahn Enterprises L.P.,Buy,Buy,Strong buy,10.25,USD,-1.0924,USD,541468,5166035347,USD,,50.75952219968447,34.1463,Energy minerals,Oil refining/Marketing,NASDAQ,-366.16623947272063,1,USD,,50.75952219968447,,-36.11111111111111,-28.57142857142857,-20.348134991119004,-15.32116532116532,2.82411472051507,-4.28983417447729,0.738537549407115,0.15000000000000036,-14.698268888529364,-12.990353697749196,Strong buy,15,USD,46.34146341463414
IONS,"Ionis Pharmaceuticals, Inc.",Neutral,Neutral,Buy,32.7,USD,-3.0388,USD,1805816,5163240898.924868,USD,,-18.791290410851808,0,Health technology,Pharmaceuticals: major,NASDAQ,0,,,,-18.791290410851808,-953.12,-8.247452658236549,-29.51692226000986,-3.5213683902860553,-3.5213683902860553,3.22789115646259,-18.9499536015516,0.763475462590507,-3.9099999999999966,-10.477934179373767,-30.153846153846153,Buy,58.590909,USD,79.17709174311926
COLM,Columbia Sportswear Company,Strong buy,Strong buy,Neutral,90.235,USD,3.8625,USD,246816,5160944140.502941,USD,23.36181229773463,-6.2704748962605255,1.33156,Consumer non-durables,Apparel/Footwear,NASDAQ,31.067961165048548,0.3,USD,23.36181229773463,-6.2704748962605255,16.369278510473244,-0.4649013710515835,1.124942188952698,10.132693241275149,10.132693241275149,0.25234559467517303,10.0828924827305,0.201498368939146,1.4950000000000045,-3.3764029751576006,3.4570694300830986,Neutral,82.875,USD,-8.156480301435142
HRI,Herc Holdings Inc.,Strong sell,Sell,Buy,181,USD,12.2298,USD,415149,5150439602.439297,USD,14.799914961814585,0.47403488305221575,1.47802,Finance,Finance/Rental/Leasing,NYSE,21.48440694042421,0.665,USD,14.799914961814585,0.47403488305221575,7.964891926656417,6.484826589595376,10.69182389937107,23.88670686507717,15.025675373967404,3.48815165876777,5.71053495241221,0.778685674547983,-26.810000000000002,6.582200247218789,6.277533039647578,Buy,238.666667,USD,31.860037016574584
NOVT,Novanta Inc.,Strong sell,Strong sell,Buy,143.34,USD,1.6656,USD,89694,5148963262.531405,USD,86.05907780979827,-20.670603924557067,0,Electronic technology,Electronic equipment/Instruments,NASDAQ,0,0,USD,86.05907780979827,-20.670603924557067,-9.797928340974694,2.936451125745114,6.6960398094889015,-17.333049983346378,27.271219954020033,0.6929297556572059,5.28379508183585,0.375279448024059,-22.859999999999985,3.859236031869204,10.3393633497298,Buy,178,USD,24.180270685084416
FCFS,"FirstCash Holdings, Inc.",Strong buy,Buy,Buy,114.805,USD,5.7322,USD,79234,5138757566.611652,USD,20.02808694741984,19.328850677602674,1.25732,Finance,Finance/Rental/Leasing,NASDAQ,25.470151076375565,0.38,USD,20.02808694741984,19.328850677602674,21.083550913838117,9.68438795930335,6.276614126819939,6.599313398097024,6.599313398097024,0.997975332057226,6.6137630360626,0.499493320085016,8.50500000000001,7.510574922996286,3.7173730892089742,Buy,137.4,USD,19.681198554069933
WK,Workiva Inc.,Strong sell,Sell,Strong buy,86.61,USD,-0.9136,USD,260721,5137322533.768859,USD,,64.09792902896217,0,Technology services,Information technology services,NYSE,0,0,USD,,64.09792902896217,70.52357535435347,18.572874493927124,18.469370722750796,112.55500233140212,0.06151556115861902,,-7.16985880825608,1.12701177761075,-17.260000000000005,16.181946642643393,17.351667456930613,Strong buy,123.444444,USD,42.52908901974368
WFRD,Weatherford International plc,Neutral,Neutral,Buy,70.45,USD,6.7505,USD,327384,5132027040.021086,USD,10.436263980445894,19.471532485000797,0.702839,Industrial services,Oilfield services/Equipment,NASDAQ,7.4068587512036155,0.25,USD,10.436263980445894,19.471532485000797,-20.53491199323431,2.9310344827586206,-14.686825053995682,-13.203883495145632,-13.203883495145632,1.3914396887159501,17.5025942580422,0.581841848356655,-5.640000000000001,7.361246348588121,-1.5418502202643172,Buy,96.5,USD,36.97657913413768
MAC,Macerich Company (The),Neutral,Neutral,Neutral,20.48,USD,-0.8965,USD,610714,5099784026,USD,,3.942997964213013,3.31384,Finance,Real estate investment trusts,NYSE,-75.8505298382599,0.17,USD,,3.942997964213013,20.087419232231092,2.9080057090956273,-5.032620872965314,-4.947515481451879,-1.9945900924830233,1.7591905719347802,1.19923564998154,0.643250409777571,-1.0199999999999996,1.6386661028738536,1.11872837568716,Neutral,21.284615,USD,3.9287841796874945
QLYS,"Qualys, Inc.",Strong sell,Sell,Neutral,139.35,USD,4.656,USD,127382,5098880013.278295,USD,29.929123711340207,15.381756003271116,0,Technology services,Packaged software,NASDAQ,0,0,USD,29.929123711340207,15.381756003271116,10.65649990701135,11.922887269239341,11.003650257564903,64.29267274371999,64.29267274371999,0.0989717385289951,38.6094978742324,0.09005849291581561,-8.189999999999998,10.367422889073072,10.23467741377042,Neutral,142.75,USD,2.4398995335486173
ALGM,"Allegro MicroSystems, Inc.",Strong buy,Buy,Strong buy,27.625,USD,-0.3435,USD,1512658,5086454108.330325,USD,,-130.19514767932492,0,Electronic technology,Semiconductors,NASDAQ,0,0,USD,,-130.19514767932492,-121.76196032672112,-39.61740586549472,-39.313895447888335,546.9217930937214,44.120117293559716,0.42667073935340705,-4.79381636215934,0.195787405327957,5.655000000000001,-28.330478348331667,-30.24189753082546,Strong buy,28.636364,USD,3.661046153846148
ACT,"Enact Holdings, Inc.",Strong sell,Strong sell,Buy,33.0994,USD,4.3646,USD,135305,5083712761.792116,USD,7.583604454016405,6.163650515664528,2.14521,Finance,Multi-line insurance,NASDAQ,16.381799019383216,0.185,USD,7.583604454016405,6.163650515664528,7.394906413010129,,,-2.0949996705975362,-2.0949996705975362,0.14872612535868002,12.3679352343739,0.129470482193692,-1.2406000000000006,4.117584854111084,1.6887808501299844,Buy,38.6,USD,16.618428128606567
KC,Kingsoft Cloud Holdings Limited,Strong buy,Strong buy,Strong buy,20.11,USD,-1.1782,USD,4940953,5076787870.29517,USD,,17.935501845789513,0,Technology services,Data processing services,NASDAQ,0,0,USD,,17.935501845789513,-32.610124917817224,50.575115141099644,56.28966537031131,-19.743545156866148,138.79268058500597,0.47350359957485405,-31.315371692143,0.199993683544638,10.95,-4.545521263962214,17.3012662498419,Strong buy,14.07537184225,USD,-30.008096259323715
RELY,"Remitly Global, Inc.",Strong buy,Buy,Buy,25.605,USD,-0.3521,USD,3986394,5071355901.395987,USD,,38.797149313401704,0,Commercial services,Miscellaneous commercial services,NASDAQ,0,0,USD,,38.797149313401704,,45.43890290445695,48.210299379223876,1455.084284937466,1.3779819232478885,0.0216922972053968,-11.3471570898544,0.21267924685458103,4.865000000000002,35.18049896675584,39.27425929834581,Buy,29.2,USD,14.040226518258159
ESGR,Enstar Group Limited,Strong buy,Buy,Neutral,332.4625,USD,66.0598,USD,144199,5064072143.014075,USD,5.032750628975564,57.932384843609164,0,Finance,Multi-line insurance,NASDAQ,0,0,USD,5.032750628975564,57.932384843609164,304.04123372623104,,,0.10934937124111535,0.10922992900054614,0.302625061911838,14.0841211124812,0.248574531631822,8.012499999999989,22.988505747126435,162.73291925465838,Neutral,,,
SLAB,"Silicon Laboratories, Inc.",Strong buy,Buy,Buy,155.97,USD,-5.946,USD,117026,5062424310.6075,USD,,-429.8992959629266,0,Electronic technology,Semiconductors,NASDAQ,0,0,USD,,-429.8992959629266,66.46586345381526,-33.560655496631526,124.8104152304184,-70.24647642852183,-70.24647642852183,0.019839429048138898,-16.4374578865978,0.0194534830514014,27.77000000000001,-25.294979405771496,91.43186136219703,Buy,144.888889,USD,-7.104642559466557
REYN,Reynolds Consumer Products Inc.,Strong sell,Sell,Buy,24.045,USD,1.6774,USD,263592,5053565662.2728815,USD,14.334684630976513,18.201677119300964,3.88022,Consumer non-durables,Household/Personal care,NASDAQ,54.846786693692614,0.23,USD,14.334684630976513,18.201677119300964,-12.063151440833844,3.7194473963868226,-9.385113268608414,-5.876180482686253,-5.876180482686253,0.8375350140056019,9.0663927057917,0.455792682926829,-4.375,-1.650692225772098,1.3902681231380336,Buy,29.777778,USD,23.841871490954446
BIPC,Brookfield Infrastructure Corporation,Strong buy,Buy,,42.45,USD,,,288576,5052326247.500413,USD,,,3.65717,Utilities,Gas distributors,NYSE,,0.4243038552999999,USD,,,,23.875044071926478,-6.737783069133053,41.03961380438013,41.03961380438013,,-4.56000367286268,1.07995660774679,1.8200000000000003,36.755006970777316,-2.6513565809081006,,,,
URBN,"Urban Outfitters, Inc.",Sell,Sell,Neutral,54.7,USD,3.4911,USD,692890,5047558045.792301,USD,15.668413966944517,21.109415111357794,0,Retail trade,Apparel/Footwear retail,NASDAQ,0,0,USD,15.668413966944517,21.109415111357794,24.758220502901356,11.314691126783465,9.109278431940394,-3.47871068439404,2.425451102654285,0.47082076209038703,10.7522136728376,0.33797717231822405,2.260000000000005,6.911134971462597,6.297427203486802,Neutral,57.818182,USD,5.700515539305306
DY,"Dycom Industries, Inc.",Strong sell,Sell,Strong buy,172.66,USD,7.5958,USD,230543,5037504880.917385,USD,22.730982911609047,2.4673204818626995,0,Industrial services,Engineering & construction,NYSE,0,0,USD,22.730982911609047,2.4673204818626995,-16.068642745709823,8.861020464367753,2.7391434619139208,-0.7827161213512672,15.813436040607673,0.977148818411287,10.0823278487082,0.45627768475060004,-6.819999999999993,10.36952507918567,11.96160583042135,Strong buy,219.714286,USD,27.252569211166456
ASAN,"Asana, Inc.",Buy,Neutral,Neutral,21.96,USD,-1.1227,USD,1146508,5022761143.387096,USD,,15.7258669869389,0,Technology services,Packaged software,NYSE,0,0,USD,,15.7258669869389,10.344827586206895,10.860229584091623,9.062146892655369,2.335576105089877,-3.0435659468773553,1.14526267396665,-47.1691759532875,0.459856986117294,-2.1899999999999977,11.886795440151996,10.437649772076178,Neutral,20.6,USD,-6.193078324225865
SAIC,Science Applications International Corporation,Strong sell,Sell,Neutral,102.61,USD,5.9285,USD,246441,5015732454.304066,USD,17.307919372522562,-37.290430404383386,1.43272,Technology services,Information technology services,NASDAQ,24.964156194652947,0.37,USD,17.307919372522562,-37.290430404383386,21.991059147180188,-2.67515923566879,17.91044776119403,-11.0202492211838,-1.9206680584551148,1.45719602977667,7.67574414186194,0.561425061425061,-10.450000000000003,-3.8697068403908794,4.274406332453825,Neutral,129.1,USD,25.816197251729854
UBSI,"United Bankshares, Inc.",Strong sell,Strong sell,Neutral,36.85,USD,2.7441,USD,286458,4982869978.033113,USD,13.428810903392733,1.2882031596043086,3.92053,Finance,Regional banks,NASDAQ,53.93389453737109,0.37,USD,13.428810903392733,1.2882031596043086,17.586912065439666,,,-61.3450954557638,-61.3450954557638,0.160874248957036,6.92309272625338,0.138580254581037,-3.8200000000000003,6.999250251245594,2.053678668281542,Neutral,42.4,USD,15.061058344640422
HWC,Hancock Whitney Corporation,Sell,Sell,Strong buy,57.8,USD,5.2902,USD,191049,4974288298.283188,USD,10.925862916335866,17.607042817126846,2.54972,Finance,Regional banks,NASDAQ,28.354315526823186,0.4,USD,10.925862916335866,17.607042817126846,143.37016574585633,,,,,,,0,0.01999999999999602,-17.97503746370826,-96.46968961083142,Strong buy,70.03125,USD,21.161332179930792
SLG,SL Green Realty Corp,Strong sell,Sell,Neutral,64.855,USD,0.0482,USD,268476,4960548700,USD,1345.539419087137,,4.57832,Finance,Real estate investment trusts,NYSE,6239.6265560165975,0.7575,USD,1345.539419087137,,,42.19032176258576,4.654772019258001,16.422991569306173,16.422991569306173,1.24280530958942,0.346176958322981,0.554129823161928,-9.774999999999991,5.122226375111014,4.985432901980411,Neutral,71.1875,USD,9.764089121887288
BOX,"Box, Inc.",Strong buy,Buy,Buy,34.515,USD,0.8012,USD,586642,4959935457.417236,USD,43.07913130304543,308.15078960774326,0,Technology services,Information technology services,NYSE,0,0,USD,43.07913130304543,308.15078960774326,34.03141361256546,8.934355556591242,14.584264988820134,-12.86679115980596,46.657048623685284,54.603624501631,25.5683936528629,0.8895993719611021,2.0249999999999986,4.086823052362027,5.49673659941042,Buy,37.75,USD,9.37273649138055
PECO,"Phillips Edison & Company, Inc.",Strong sell,Strong sell,Buy,35.5,USD,0.4948,USD,146420,4945346289,USD,71.7461600646726,5.726495726495724,3.32495,Finance,Real estate investment trusts,NASDAQ,240.501212611156,0.3075,USD,71.7461600646726,5.726495726495724,31.343283582089548,10.295972108893999,17.77322188929191,7.086713491296518,7.086713491296518,0.962467272606579,1.41149211503148,0.49043736221303497,-3.700000000000003,8.568421429933021,11.59830178030886,Buy,40.2,USD,13.239436619718315
FIVE,"Five Below, Inc.",Strong sell,Sell,Buy,89.83,USD,4.8523,USD,946561,4941514844.246459,USD,18.512870185272963,0.1796184656040809,0,Retail trade,Discount stores,NASDAQ,0,0,USD,18.512870185272963,0.1796184656040809,-88.34729626808834,12.727499127882385,13.483650736615163,16.15492490066818,16.689108863926762,1.2179494161594,8.84763008318855,0.523107224719919,-14.120000000000005,14.32233858312921,14.571465430028313,Buy,118.428571,USD,31.83632528108651
AEIS,"Advanced Energy Industries, Inc.",Strong buy,Buy,Buy,130.76,USD,1.4253,USD,236294,4932485586.298009,USD,91.74208938469094,-58.06831220028831,0.30409,Electronic technology,Electronic production equipment,NASDAQ,28.064267171823477,0.1,USD,91.74208938469094,-58.06831220028831,28.9035878933654,-4.759886230525115,17.198142779702565,-34.324416550232556,-34.324416550232556,0.558273927812422,2.82502160560027,0.35826430632523903,13.539999999999992,-10.494440787288397,2.500055518406202,Buy,128.5,USD,-1.7283572958091131
KTB,"Kontoor Brands, Inc.",Strong buy,Strong buy,Buy,89.115,USD,4.4312,USD,470640,4913932080.1828165,USD,20.110805199494493,17.85733283685302,2.2628,Consumer non-durables,Apparel/Footwear,NYSE,45.13450081242102,0.5,USD,20.110805199494493,17.85733283685302,20.41714504401072,4.293091396042148,12.449367830655026,-1.1307372345686553,-5.3994611146863924,2.24866149100516,21.8283383825802,0.693543124119348,0.25499999999999545,-3.380041343162104,2.447229279366675,Buy,93.333333,USD,4.733583571789257
KRG,Kite Realty Group Trust,Strong sell,Sell,Buy,22.08,USD,0.018,USD,480957,4911699831,USD,1226.6666666666667,-91.66280685502548,4.60644,Finance,Real estate investment trusts,NYSE,5722.222222222223,0.27,USD,1226.6666666666667,-91.66280685502548,173.00275482093664,24.03554308919264,25.652723996472798,12.376667006805391,12.376667006805391,1.0374057624897701,0.283816370760739,0.509179752796041,-4.200000000000003,2.417625692014249,7.134655660958482,Buy,28.6,USD,29.528985507246386
IRT,"Independence Realty Trust, Inc.",Strong buy,Buy,Buy,20.76,USD,0.1742,USD,419727,4883965790,USD,119.17336394948336,,3.10378,Finance,Real estate investment trusts,NYSE,367.39380022962115,0.16,USD,119.17336394948336,,97.5623268698061,-8.185310653450676,-5.984468824777642,-6.2858897488319565,-6.2858897488319565,0.6614154883035199,0.68546779491927,0.398103600790971,-0.639999999999997,-3.1692239728162033,-3.641511918872646,Buy,21.625,USD,4.166666666666652
